timestamp,hashtags,tweets,replies,retweets,likes,username,location,friends,followers,verified,all_hashtags,all_hashtags_seg,tweets_clean,tweets_token,tweets_nonstop,tags_token,tags_nonstop,label
2020-10-23 22:25:44,peace,"#StopAliev  #PeaceforArmenians #Peace please! 
Every minute counts, every minute kills more people !",,1,2,BRlilit,Paris,160,109,0,StopAliev PeaceforArmenians Peace,stop aliev peace for armenians peace,    please Every minute counts every minute kills more people ,"['please', 'every', 'minute', 'counts', 'every', 'minute', 'kills', 'more', 'people']","['please', 'every', 'minute', 'counts', 'every', 'minute', 'kills', 'people']","['stop', 'aliev', 'peace', 'for', 'armenians', 'peace']","['stop', 'aliev', 'peace', 'armenians', 'peace']",Azerbaijan_Armenia
2020-10-23 22:24:05,peace,"#StopAliev  #PeaceforArmenians #Peace please! 
Every minute counts, every minute kills more people !",,1,1,BRlilit,Paris,160,109,0,StopAliev PeaceforArmenians Peace,stop aliev peace for armenians peace,    please Every minute counts every minute kills more people ,"['please', 'every', 'minute', 'counts', 'every', 'minute', 'kills', 'more', 'people']","['please', 'every', 'minute', 'counts', 'every', 'minute', 'kills', 'people']","['stop', 'aliev', 'peace', 'for', 'armenians', 'peace']","['stop', 'aliev', 'peace', 'armenians', 'peace']",Azerbaijan_Armenia
2020-10-23 22:23:52,peace,#ArtsakhStrong #StopAzerbaijainiAggression #StopTurkeyAggression #StopTerroristTurkey #StopAliyev #PeaceforArmenians #PeaceforArtsakh #Peace,,,,vardangev29,,29,4,0,ArtsakhStrong StopAzerbaijainiAggression StopTurkeyAggression StopTerroristTurkey StopAliyev PeaceforArmenians PeaceforArtsakh Peace,artsakh strong stop azer bai jain i aggression stop turkey aggression stop terrorist turkey stop aliyev peace for armenians peace for artsakh peace,       ,[],[],"['artsakh', 'strong', 'stop', 'azer', 'bai', 'jain', 'i', 'aggression', 'stop', 'turkey', 'aggression', 'stop', 'terrorist', 'turkey', 'stop', 'aliyev', 'peace', 'for', 'armenians', 'peace', 'for', 'artsakh', 'peace']","['artsakh', 'strong', 'stop', 'azer', 'bai', 'jain', 'aggression', 'stop', 'turkey', 'aggression', 'stop', 'terrorist', 'turkey', 'stop', 'aliyev', 'peace', 'armenians', 'peace', 'artsakh', 'peace']",Azerbaijan_Armenia
2020-10-23 22:16:07,peace,#SpeakUp #StopAzerbaijaniAggression #RecognizeArtsakh #StopAliyev #world #PeaceforArmenians #Peace #COVID__19,,,,arpidilanchian,,123,74,0,SpeakUp StopAzerbaijaniAggression RecognizeArtsakh StopAliyev world PeaceforArmenians Peace COVID__19,speak up stop azerbaijani aggression recognize artsakh stop aliyev world peace for armenians peace covid19,       ,[],[],"['speak', 'up', 'stop', 'azerbaijani', 'aggression', 'recognize', 'artsakh', 'stop', 'aliyev', 'world', 'peace', 'for', 'armenians', 'peace', 'covid19']","['speak', 'stop', 'azerbaijani', 'aggression', 'recognize', 'artsakh', 'stop', 'aliyev', 'world', 'peace', 'armenians', 'peace', 'covid19']",Azerbaijan_Armenia
2020-10-23 22:07:12,peace,"https://ekusheypatrika.com/archives/113896 
#HWPL #peace #WorldPeace #Prayers #COVID19 #endcovideverywhere #pandemic #Cure #vaccines",,,1,bubblep54638606,,44,1,0,HWPL peace WorldPeace Prayers COVID19 endcovideverywhere pandemic Cure vaccines,hw pl peace world peace prayers covid19endcovid everywhere pandemic cure vaccines,         ,[],[],"['hw', 'pl', 'peace', 'world', 'peace', 'prayers', 'covid19endcovid', 'everywhere', 'pandemic', 'cure', 'vaccines']","['hw', 'pl', 'peace', 'world', 'peace', 'prayers', 'covid19endcovid', 'everywhere', 'pandemic', 'cure', 'vaccines']",covid
2020-10-23 22:01:51,peace,"My artwork 27

Shanti Roopen
(be Peaceful) 

#WorldPeace #peace #PeaceAndLove 
#PeaceForArmenia",,1,1,Sudans_Art,,12,3,0,WorldPeace peace PeaceAndLove PeaceForArmenia,world peace peace peace and love peace for armenia,My artwork Shanti Roopenbe Peaceful    ,"['my', 'artwork', 'shanti', 'roopenbe', 'peaceful']","['artwork', 'shanti', 'roopenbe', 'peaceful']","['world', 'peace', 'peace', 'peace', 'and', 'love', 'peace', 'for', 'armenia']","['world', 'peace', 'peace', 'peace', 'love', 'peace', 'armenia']",Azerbaijan_Armenia
2020-10-23 21:49:56,peace,Feds say Ivan Harrison Hunter helped burn and loot the Third Precinct building as part of a coordinated attack from the far-right group trying to ignite an American civil war.&nbsp;#Peace #StopViolence #AltRight #Biden #BidenHarris2020 #TrumpIsPathetic #STOPTHEVIOLENCE,,,,HappyLezWife,Florida,"3,868","3,070",0,Peace StopViolence AltRight Biden BidenHarris2020 TrumpIsPathetic STOPTHEVIOLENCE,peace stop violence alt right bidenbidenharris2020 trump is pathetic stop the violence,Feds say Ivan Harrison Hunter helped burn and loot the Third Precinct building as part of a coordinated attack from the farright group trying to ignite an American civil warnbsp      ,"['feds', 'say', 'ivan', 'harrison', 'hunter', 'helped', 'burn', 'and', 'loot', 'the', 'third', 'precinct', 'building', 'as', 'part', 'of', 'a', 'coordinated', 'attack', 'from', 'the', 'farright', 'group', 'trying', 'to', 'ignite', 'an', 'american', 'civil', 'warnbsp']","['feds', 'say', 'ivan', 'harrison', 'hunter', 'helped', 'burn', 'loot', 'third', 'precinct', 'building', 'part', 'coordinated', 'attack', 'farright', 'group', 'trying', 'ignite', 'american', 'civil', 'warnbsp']","['peace', 'stop', 'violence', 'alt', 'right', 'bidenbidenharris2020', 'trump', 'is', 'pathetic', 'stop', 'the', 'violence']","['peace', 'stop', 'violence', 'alt', 'right', 'bidenbidenharris2020', 'trump', 'pathetic', 'stop', 'violence']",USA
2020-10-23 21:48:03,peace,"#RecognizeArtsakh bring #Peace to #Armenians 

#PeaceforArmenians #StopAliyev",,,,meruliik,Armenien,42,53,0,RecognizeArtsakh Peace Armenians PeaceforArmenians StopAliyev,recognize artsakh peace armenians peace for armenians stop aliyev, bring  to   ,"['bring', 'to']",['bring'],"['recognize', 'artsakh', 'peace', 'armenians', 'peace', 'for', 'armenians', 'stop', 'aliyev']","['recognize', 'artsakh', 'peace', 'armenians', 'peace', 'armenians', 'stop', 'aliyev']",Azerbaijan_Armenia
2020-10-23 21:46:47,peace,More ME Peace is a good thing! #ThanksPresTrump #Peace #VoteRedToSaveAmerica2020,,,,nhopkins60,"Georgia, USA","4,576","1,339",0,ThanksPresTrump Peace VoteRedToSaveAmerica2020,thanks pres trump peace vote red to save america 2020,More ME Peace is a good thing   ,"['more', 'me', 'peace', 'is', 'a', 'good', 'thing']","['peace', 'good', 'thing']","['thanks', 'pres', 'trump', 'peace', 'vote', 'red', 'to', 'save', 'america', '2020']","['thanks', 'pres', 'trump', 'peace', 'vote', 'red', 'save', 'america', '2020']",USA
2020-10-23 21:38:28,peace,"#Trump's Brokered #Peace Deals

Israel - UAE
Israel - Bahrain
Israel - Sudan
Taliban - Afghan Leaders
Kosovo - Serbia

@POTUS @realDonaldTrump deserves a Nobel Peace Prize!",,3,2,AlbertH51591544,God Bless America,"1,622","1,636",0,Trump Peace,trump peace,s Brokered  DealsIsrael  UAEIsrael  BahrainIsrael  SudanTaliban  Afghan LeadersKosovo  Serbia  deserves a Nobel Peace Prize,"['s', 'brokered', 'dealsisrael', 'uaeisrael', 'bahrainisrael', 'sudantaliban', 'afghan', 'leaderskosovo', 'serbia', 'deserves', 'a', 'nobel', 'peace', 'prize']","['brokered', 'dealsisrael', 'uaeisrael', 'bahrainisrael', 'sudantaliban', 'afghan', 'leaderskosovo', 'serbia', 'deserves', 'nobel', 'peace', 'prize']","['trump', 'peace']","['trump', 'peace']",USA
2020-10-23 21:27:47,peace,"Great news! 
Sudan decides to normalize the relations with Israel! Yet another positive move aiming at a better and more safe world!
#sudan #israel #peace #USA #diplomaticrelations",,,,matafz,"Torrance, CA",59,18,0,sudan israel peace USA diplomaticrelations,sudan israel peace usa diplomatic relations,Great news Sudan decides to normalize the relations with Israel Yet another positive move aiming at a better and more safe world    ,"['great', 'news', 'sudan', 'decides', 'to', 'normalize', 'the', 'relations', 'with', 'israel', 'yet', 'another', 'positive', 'move', 'aiming', 'at', 'a', 'better', 'and', 'more', 'safe', 'world']","['great', 'news', 'sudan', 'decides', 'normalize', 'relations', 'israel', 'yet', 'another', 'positive', 'move', 'aiming', 'better', 'safe', 'world']","['sudan', 'israel', 'peace', 'usa', 'diplomatic', 'relations']","['sudan', 'israel', 'peace', 'usa', 'diplomatic', 'relations']",USA
2020-10-23 21:27:13,peace,"#peace 
#PeaceforArmenians",,,,EsenyanNadya,,82,2,0,peace PeaceforArmenians,peace peace for armenians, ,[],[],"['peace', 'peace', 'for', 'armenians']","['peace', 'peace', 'armenians']",Azerbaijan_Armenia
2020-10-23 21:10:46,peace,"Right now #Azerbaijan continues targeting civilian areas of #Artsakh causing human ; material damages. We want to live in #peace but we have to keep fighting for our right to live in our homeland.

#PeaceforArmenians 
#StopAliyev
#StopAzerbaijaniAggression",,,,ghazarbekyan,Armenia,145,95,0,Azerbaijan Artsakh peace PeaceforArmenians StopAliyev StopAzerbaijaniAggression,azerbaijan artsakh peace peace for armenians stop aliyev stop azerbaijani aggression,Right now  continues targeting civilian areas of  causing human  material damages We want to live in  but we have to keep fighting for our right to live in our homeland ,"['right', 'now', 'continues', 'targeting', 'civilian', 'areas', 'of', 'causing', 'human', 'material', 'damages', 'we', 'want', 'to', 'live', 'in', 'but', 'we', 'have', 'to', 'keep', 'fighting', 'for', 'our', 'right', 'to', 'live', 'in', 'our', 'homeland']","['right', 'continues', 'targeting', 'civilian', 'areas', 'causing', 'human', 'material', 'damages', 'want', 'live', 'keep', 'fighting', 'right', 'live', 'homeland']","['azerbaijan', 'artsakh', 'peace', 'peace', 'for', 'armenians', 'stop', 'aliyev', 'stop', 'azerbaijani', 'aggression']","['azerbaijan', 'artsakh', 'peace', 'peace', 'armenians', 'stop', 'aliyev', 'stop', 'azerbaijani', 'aggression']",Azerbaijan_Armenia
2020-10-23 21:04:17,peace,"Right now #Azerbaijan continues targeting civilian areas of #Artsakh causing human ; material damages. We want to live in #peace but we have to keep fighting for our right to live in our homeland.

#PeaceforArmenians 
#StandWithArmenia
#StopAzerbaijaniAggression",,,,ghazarbekyan,Armenia,145,95,0,Azerbaijan Artsakh peace PeaceforArmenians StandWithArmenia StopAzerbaijaniAggression,azerbaijan artsakh peace peace for armenians stand with armenia stop azerbaijani aggression,Right now  continues targeting civilian areas of  causing human  material damages We want to live in  but we have to keep fighting for our right to live in our homeland ,"['right', 'now', 'continues', 'targeting', 'civilian', 'areas', 'of', 'causing', 'human', 'material', 'damages', 'we', 'want', 'to', 'live', 'in', 'but', 'we', 'have', 'to', 'keep', 'fighting', 'for', 'our', 'right', 'to', 'live', 'in', 'our', 'homeland']","['right', 'continues', 'targeting', 'civilian', 'areas', 'causing', 'human', 'material', 'damages', 'want', 'live', 'keep', 'fighting', 'right', 'live', 'homeland']","['azerbaijan', 'artsakh', 'peace', 'peace', 'for', 'armenians', 'stand', 'with', 'armenia', 'stop', 'azerbaijani', 'aggression']","['azerbaijan', 'artsakh', 'peace', 'peace', 'armenians', 'stand', 'armenia', 'stop', 'azerbaijani', 'aggression']",Azerbaijan_Armenia
2020-10-23 21:03:32,peace,"Which of the following groups are responsible for the majority of #terror attacks in the #USA in 2020?
A) #WhiteSupremacists 
B) #BlackLivesMatter 
C) #Antifa 
D) International #terrorists or #Islamic_Terrorist 

#Poll #Polls #Politics #Safety #LawAndOrder #Racism #Peace #Resist",1.0,3,2,WePoll_TheGame,"Tucson, AZ",357,395,0,terror USA WhiteSupremacists BlackLivesMatter Antifa terrorists Islamic_Terrorist Poll Polls Politics Safety LawAndOrder Racism Peace Resist,terror usa white supremacist s black lives matter antifa terrorists islamic terrorist poll polls politics safety law and order racism peace resist,Which of the following groups are responsible for the majority of  attacks in the  in A  B  C  D International  or         ,"['which', 'of', 'the', 'following', 'groups', 'are', 'responsible', 'for', 'the', 'majority', 'of', 'attacks', 'in', 'the', 'in', 'a', 'b', 'c', 'd', 'international', 'or']","['following', 'groups', 'responsible', 'majority', 'attacks', 'b', 'c', 'international']","['terror', 'usa', 'white', 'supremacist', 's', 'black', 'lives', 'matter', 'antifa', 'terrorists', 'islamic', 'terrorist', 'poll', 'polls', 'politics', 'safety', 'law', 'and', 'order', 'racism', 'peace', 'resist']","['terror', 'usa', 'white', 'supremacist', 'black', 'lives', 'matter', 'antifa', 'terrorists', 'islamic', 'terrorist', 'poll', 'polls', 'politics', 'safety', 'law', 'order', 'racism', 'peace', 'resist']",USA
2020-10-23 20:59:06,peace,"Right now #Azerbaijan continues targeting civilian areas of #Artsakh causing human ; material damages. We want to live in #peace but we have to keep fighting for our right to live in our homeland.

#PeaceforArmenians 
#StandWithArmenia
#StopAzerbaijaniAggression",,,,ghazarbekyan,Armenia,145,95,0,Azerbaijan Artsakh peace PeaceforArmenians StandWithArmenia StopAzerbaijaniAggression,azerbaijan artsakh peace peace for armenians stand with armenia stop azerbaijani aggression,Right now  continues targeting civilian areas of  causing human  material damages We want to live in  but we have to keep fighting for our right to live in our homeland ,"['right', 'now', 'continues', 'targeting', 'civilian', 'areas', 'of', 'causing', 'human', 'material', 'damages', 'we', 'want', 'to', 'live', 'in', 'but', 'we', 'have', 'to', 'keep', 'fighting', 'for', 'our', 'right', 'to', 'live', 'in', 'our', 'homeland']","['right', 'continues', 'targeting', 'civilian', 'areas', 'causing', 'human', 'material', 'damages', 'want', 'live', 'keep', 'fighting', 'right', 'live', 'homeland']","['azerbaijan', 'artsakh', 'peace', 'peace', 'for', 'armenians', 'stand', 'with', 'armenia', 'stop', 'azerbaijani', 'aggression']","['azerbaijan', 'artsakh', 'peace', 'peace', 'armenians', 'stand', 'armenia', 'stop', 'azerbaijani', 'aggression']",Azerbaijan_Armenia
2020-10-23 20:58:13,peace,"Alltså jag brukar vara neutral, men speciellt idag tycker jag att Trump lyckats med mer under 4 år än vad Bush Jr., Clinton och Obama gjort under sina 24 år... 
#Trump #Peace #svpol",,,1,PhaceFact,Hemma,105,67,0,Trump Peace svpol,trump peace sv pol,Alltså jag brukar vara neutral men speciellt idag tycker jag att Trump lyckats med mer under  år än vad Bush Jr Clinton och Obama gjort under sina  år   ,"['alltså', 'jag', 'brukar', 'vara', 'neutral', 'men', 'speciellt', 'idag', 'tycker', 'jag', 'att', 'trump', 'lyckats', 'med', 'mer', 'under', 'år', 'än', 'vad', 'bush', 'jr', 'clinton', 'och', 'obama', 'gjort', 'under', 'sina', 'år']","['alltså', 'jag', 'brukar', 'vara', 'neutral', 'men', 'speciellt', 'idag', 'tycker', 'jag', 'att', 'trump', 'lyckats', 'med', 'mer', 'år', 'än', 'vad', 'bush', 'jr', 'clinton', 'och', 'obama', 'gjort', 'sina', 'år']","['trump', 'peace', 'sv', 'pol']","['trump', 'peace', 'sv', 'pol']",USA
2020-10-23 20:41:15,peace,#Peace #PeaceDeal #IsraelSudan #USA #Israel #Sudan,,,,FordWadin,"Dalarna, Sweden","2,381","1,690",0,Peace PeaceDeal IsraelSudan USA Israel Sudan,peace peace deal israel sudan usa israel sudan,     ,[],[],"['peace', 'peace', 'deal', 'israel', 'sudan', 'usa', 'israel', 'sudan']","['peace', 'peace', 'deal', 'israel', 'sudan', 'usa', 'israel', 'sudan']",USA
2020-10-24 22:28:22,peace,Voted 2 re-elect 1st President in my lifetime that has ended wars/started 0; accomplished unprecedented peace treaties; negotiated new trade deals that benefit the US while previous Admins sold us off to China ; others #Trump2020 #freedom #peace #economy #leadright #redpill,,4,7,anamargaritam,United States,"4,990","4,693",0,Trump2020 freedom peace economy leadright redpill,trump2020 freedom peace economy lead right red pill,Voted  reelect st President in my lifetime that has ended warsstarted  accomplished unprecedented peace treaties negotiated new trade deals that benefit the US while previous Admins sold us off to China  others      ,"['voted', 'reelect', 'st', 'president', 'in', 'my', 'lifetime', 'that', 'has', 'ended', 'warsstarted', 'accomplished', 'unprecedented', 'peace', 'treaties', 'negotiated', 'new', 'trade', 'deals', 'that', 'benefit', 'the', 'us', 'while', 'previous', 'admins', 'sold', 'us', 'off', 'to', 'china', 'others']","['voted', 'reelect', 'st', 'president', 'lifetime', 'ended', 'warsstarted', 'accomplished', 'unprecedented', 'peace', 'treaties', 'negotiated', 'new', 'trade', 'deals', 'benefit', 'us', 'previous', 'admins', 'sold', 'us', 'china', 'others']","['trump2020', 'freedom', 'peace', 'economy', 'lead', 'right', 'red', 'pill']","['trump2020', 'freedom', 'peace', 'economy', 'lead', 'right', 'red', 'pill']",USA
2020-10-24 22:24:57,peace,"https://open.spotify.com/episode/15m8zTd7k7TRDgEt546bjr?si=R5781VwdRu-eCs0sp2fbLQ…
#heart #USA #Peace #love",,,1,WatchHopePray,,"2,189",363,0,heart USA Peace love,heart usa peace love,   ,[],[],"['heart', 'usa', 'peace', 'love']","['heart', 'usa', 'peace', 'love']",USA
2020-10-24 22:18:08,peace,"In Ohio, Oct 24. Trump: ""Our troops are all coming back. We have to fight the Deep State all the time. But, out troops are coming back.""

#TRUMP2020 #DealsNotWars #Peace",,,1,annietul,,189,475,0,TRUMP2020 DealsNotWars Peace,trump2020 deals not wars peace,In Ohio Oct  Trump Our troops are all coming back We have to fight the Deep State all the time But out troops are coming back  ,"['in', 'ohio', 'oct', 'trump', 'our', 'troops', 'are', 'all', 'coming', 'back', 'we', 'have', 'to', 'fight', 'the', 'deep', 'state', 'all', 'the', 'time', 'but', 'out', 'troops', 'are', 'coming', 'back']","['ohio', 'oct', 'trump', 'troops', 'coming', 'back', 'fight', 'deep', 'state', 'time', 'troops', 'coming', 'back']","['trump2020', 'deals', 'not', 'wars', 'peace']","['trump2020', 'deals', 'wars', 'peace']",USA
2020-10-24 22:16:19,peace,"TWISTED SUL HOUSE ; UKG FIRE  013™ 
Download 
IMAGE BY - upklyak
MUSIC BY - The Budos Band - Burnt Offering
#trending #tech #peace #fire #sweet #YAH #BLESS #house #YAHWEH #YESHUA #freedom #COVID19 #LatestNews #NewsFlash #lockdown 
http://mediafire.com/file/pxvk4fd3noedwd5/16-10-20_TWISTED_SOUL.mp3/file…",1.0,4,3,LukeTitanuk,LONDON - HACKNEY,494,142,0,trending tech peace fire sweet YAH BLESS house YAHWEH YESHUA freedom COVID19 LatestNews NewsFlash lockdown,trending tech peace fire sweet yah bless house yahweh yeshua freedom covid19 latest news newsflash lockdown,TWISTED SUL HOUSE  UKG FIRE  ™ Download IMAGE BY  upklyakMUSIC BY  The Budos Band  Burnt Offering               ,"['twisted', 'sul', 'house', 'ukg', 'fire', '™', 'download', 'image', 'by', 'upklyakmusic', 'by', 'the', 'budos', 'band', 'burnt', 'offering']","['twisted', 'sul', 'house', 'ukg', 'fire', '™', 'download', 'image', 'upklyakmusic', 'budos', 'band', 'burnt', 'offering']","['trending', 'tech', 'peace', 'fire', 'sweet', 'yah', 'bless', 'house', 'yahweh', 'yeshua', 'freedom', 'covid19', 'latest', 'news', 'newsflash', 'lockdown']","['trending', 'tech', 'peace', 'fire', 'sweet', 'yah', 'bless', 'house', 'yahweh', 'yeshua', 'freedom', 'covid19', 'latest', 'news', 'newsflash', 'lockdown']",covid
2020-10-24 22:11:44,peace,#Peace #peacemaker #Trump2020 #VoteRed #VoteRED2020RemoveEveryDemocrat,,,,Somewhe25118085,,"4,023","2,418",0,Peace peacemaker Trump2020 VoteRed VoteRED2020RemoveEveryDemocrat,peace peacemaker trump 2020voteredvotered2020 remove every democrat,    ,[],[],"['peace', 'peacemaker', 'trump', '2020voteredvotered2020', 'remove', 'every', 'democrat']","['peace', 'peacemaker', 'trump', '2020voteredvotered2020', 'remove', 'every', 'democrat']",USA
2020-10-24 22:02:16,peace,"Turkey has grown like a balloon full of terror, violence, lies and blood.
The red balloon of Turkey's empty ambition has reached the limits of its expansion. It’s spread too thin. It’s facing economic collapse. 
#recognizeArtsakh
#stoperdoganterrorist
#stopazeriaggression
#peace",,1,1,KristinaKhach10,,47,18,0,recognizeArtsakh stoperdoganterrorist stopazeriaggression peace,recognize artsakh stop erdogan terrorists top azeri aggression peace,Turkey has grown like a balloon full of terror violence lies and bloodThe red balloon of Turkeys empty ambition has reached the limits of its expansion Its spread too thin Its facing economic collapse ,"['turkey', 'has', 'grown', 'like', 'a', 'balloon', 'full', 'of', 'terror', 'violence', 'lies', 'and', 'bloodthe', 'red', 'balloon', 'of', 'turkeys', 'empty', 'ambition', 'has', 'reached', 'the', 'limits', 'of', 'its', 'expansion', 'its', 'spread', 'too', 'thin', 'its', 'facing', 'economic', 'collapse']","['turkey', 'grown', 'like', 'balloon', 'full', 'terror', 'violence', 'lies', 'bloodthe', 'red', 'balloon', 'turkeys', 'empty', 'ambition', 'reached', 'limits', 'expansion', 'spread', 'thin', 'facing', 'economic', 'collapse']","['recognize', 'artsakh', 'stop', 'erdogan', 'terrorists', 'top', 'azeri', 'aggression', 'peace']","['recognize', 'artsakh', 'stop', 'erdogan', 'terrorists', 'top', 'azeri', 'aggression', 'peace']",Azerbaijan_Armenia
2020-10-24 21:18:04,peace,All we need is #peace #RecognizeArtsakh #StopAzerbaijaniAggression,1.0,3,13,AtoyanFlora,Armenia,405,184,0,peace RecognizeArtsakh StopAzerbaijaniAggression,peace recognize artsakh stop azerbaijani aggression,All we need is   ,"['all', 'we', 'need', 'is']",['need'],"['peace', 'recognize', 'artsakh', 'stop', 'azerbaijani', 'aggression']","['peace', 'recognize', 'artsakh', 'stop', 'azerbaijani', 'aggression']",Azerbaijan_Armenia
2020-10-24 21:16:47,peace,We are united to restore #Peace in the world. #RecognizeArtsakh,,,,smarkosyan,"London, England",158,87,0,Peace RecognizeArtsakh,peace recognize artsakh,We are united to restore  in the world ,"['we', 'are', 'united', 'to', 'restore', 'in', 'the', 'world']","['united', 'restore', 'world']","['peace', 'recognize', 'artsakh']","['peace', 'recognize', 'artsakh']",Azerbaijan_Armenia
2020-10-24 21:14:37,peace,"#France is the biggest #obstacle in the #peace ,it's interfares in #Mali, #Libya ,#Syria, #Iraq, #Afghanistan, #NagornoKarabagh of #Azerbaijan, #Algeria,#MediterraneanSea, list is long for #FranceCrimes.",,,,Shahidlived,Heart And Mind,"1,113",281,0,France obstacle peace Mali Libya Syria Iraq Afghanistan NagornoKarabagh Azerbaijan Algeria MediterraneanSea FranceCrimes,france obstacle peace mali libya syria iraq afghanistan nagorno karabagh azerbaijan algeria mediterranean seafrance crimes, is the biggest  in the  its interfares in       of   list is long for ,"['is', 'the', 'biggest', 'in', 'the', 'its', 'interfares', 'in', 'of', 'list', 'is', 'long', 'for']","['biggest', 'interfares', 'list', 'long']","['france', 'obstacle', 'peace', 'mali', 'libya', 'syria', 'iraq', 'afghanistan', 'nagorno', 'karabagh', 'azerbaijan', 'algeria', 'mediterranean', 'seafrance', 'crimes']","['france', 'obstacle', 'peace', 'mali', 'libya', 'syria', 'iraq', 'afghanistan', 'nagorno', 'karabagh', 'azerbaijan', 'algeria', 'mediterranean', 'seafrance', 'crimes']",Azerbaijan_Armenia
2020-10-24 21:07:57,peace,"In toil, #love and #peace. 
But what we are experiencing is bloodshed and all what not. 
#EndAnglophoneCrisis 
#KumbaMassacre 
#BBCAfricaEye 
#AlJazeera 
#Reuters 
#WeNeedPeace",1.0,,1,NancyMujar,"Bamenda, Cameroon",114,38,0,love peace EndAnglophoneCrisis KumbaMassacre BBCAfricaEye AlJazeera Reuters WeNeedPeace,love peace end anglophone crisis kumba massacre bbc africa eye aljazeera reuters we need peace,In toil  and  But what we are experiencing is bloodshed and all what not      ,"['in', 'toil', 'and', 'but', 'what', 'we', 'are', 'experiencing', 'is', 'bloodshed', 'and', 'all', 'what', 'not']","['toil', 'experiencing', 'bloodshed']","['love', 'peace', 'end', 'anglophone', 'crisis', 'kumba', 'massacre', 'bbc', 'africa', 'eye', 'aljazeera', 'reuters', 'we', 'need', 'peace']","['love', 'peace', 'end', 'anglophone', 'crisis', 'kumba', 'massacre', 'bbc', 'africa', 'eye', 'aljazeera', 'reuters', 'need', 'peace']",Africa
2020-10-24 21:01:01,peace,"The #Armenian scarf is finished! Bordered in white for #peace.

#peaceforarmenia 
#crochet https://instagram.com/p/CGvZgBLDfe-/?igshid=1jdj51c06qfhs…",,,,DumaGuadalupe,,103,211,0,Armenian peace peaceforarmenia crochet,armenian peace peace for armenia crochet,The  scarf is finished Bordered in white for   ,"['the', 'scarf', 'is', 'finished', 'bordered', 'in', 'white', 'for']","['scarf', 'finished', 'bordered', 'white']","['armenian', 'peace', 'peace', 'for', 'armenia', 'crochet']","['armenian', 'peace', 'peace', 'armenia', 'crochet']",Azerbaijan_Armenia
2020-10-24 20:52:52,peace,"Living life in full colour
for #Zambia #IndependenceDay #Zambia56 #freedom #Unity #Peace  

#Africa #identity #autumnvibes 

Outfit @UnaRodden 
So Kate @LouboutinWorld 
Blue shoes @CesarePaciotti_",1.0,,3,EinnaHarrison,Global UK Zambia,"3,109","2,938",0,Zambia IndependenceDay Zambia56 freedom Unity Peace Africa identity autumnvibes,zambia independence day zambia 56 freedom unity peace africa identity autumn vibes,Living life in full colourfor           Outfit  So Kate  Blue shoes ,"['living', 'life', 'in', 'full', 'colourfor', 'outfit', 'so', 'kate', 'blue', 'shoes']","['living', 'life', 'full', 'colourfor', 'outfit', 'kate', 'blue', 'shoes']","['zambia', 'independence', 'day', 'zambia', '56', 'freedom', 'unity', 'peace', 'africa', 'identity', 'autumn', 'vibes']","['zambia', 'independence', 'day', 'zambia', '56', 'freedom', 'unity', 'peace', 'africa', 'identity', 'autumn', 'vibes']",Africa
2020-10-24 20:51:18,peace,#PEACE IN #MiddleEast - #Trump Expects #SaudiArabia  and 4 Other #Arab  States Will Be Next to Normalize Ties With Israel https://theepochtimes.com/trump-expects-saudi-arabia-and-4-other-arab-states-will-be-next-to-normalize-ties-with-israel_3551132.html… via @epochtimes,,,,zoro8,"Vienna, Austria","4,208","1,819",0,PEACE MiddleEast Trump SaudiArabia Arab,peace middle east trump saudi arabia arab, IN    Expects   and  Other   States Will Be Next to Normalize Ties With Israel  via ,"['in', 'expects', 'and', 'other', 'states', 'will', 'be', 'next', 'to', 'normalize', 'ties', 'with', 'israel', 'via']","['expects', 'states', 'next', 'normalize', 'ties', 'israel', 'via']","['peace', 'middle', 'east', 'trump', 'saudi', 'arabia', 'arab']","['peace', 'middle', 'east', 'trump', 'saudi', 'arabia', 'arab']",USA
